preco,vendido,km_por_ano,idade_carro
47802.61,1,23712.074496,21
42454.28,1,25651.334016,22
29815.96,1,21664.988928000002,13
56689.71,0,24021.068544,17
28841.19,1,25591.788288000003,16
77624.3,0,27022.495104,20
78166.42,1,23105.351808000003,19
8510.75,1,17874.983808,24
72458.8,0,16835.347584000003,23
38755.39,1,23139.148032,20
89598.67,1,12852.221184,21
45034.5,1,15765.133824,18
110770.93,0,20306.702592,8
69432.38,0,16928.689536,11
61257.89,0,23456.1888,19
92084.2,0,17314.932096,24
91994.78,1,18166.275072,26
35527.6,1,18681.265152,26
35923.73,1,19215.56736,22
76536.87,1,22928.323968,15
62952.55,1,22720.718592,22
71870.29,0,32122.506240000002,22
32239.07,1,24202.924416,23
76327.8,0,19675.839744,24
55399.23,1,12974.531328000001,16
104235.13,1,18214.555392000002,16
54581.33,1,28318.017024,21
75019.46,0,20186.001792000003,22
85949.61,0,25146.0,21
42186.37,1,13513.661568000001,18
76551.32,0,17829.922176,20
75186.48,0,37404.373248,20
93402.97,0,16259.202432000002,24
66059.65,0,16188.391296000002,26
107867.46,0,15507.638784,16
64310.36,0,19452.140928,11
89792.69,0,23285.598336000003,26
35536.78,1,23673.450240000002,14
29891.08,1,24833.787264000002,24
22929.28,1,10645.81056,25
76632.79,0,17553.115008,18
57133.2,1,18538.033536000003,19
62042.48,1,21169.310976,25
77237.23,0,29996.562816,19
39116.82,1,29586.180096000004,25
18549.25,1,18565.392384000002,22
43348.77,1,25643.287296000002,24
72149.13,0,22878.434304000002,17
96437.18,0,39012.107904000004,21
86267.24,0,26839.029888,20
35785.45,1,20594.775168,22
39265.48,1,27687.154176000004,16
102316.62,1,29557.211904000003,17
71261.65,0,27308.958336000003,21
69013.7,1,22460.004864000002,19
31212.02,1,19477.890432,24
101026.55,0,19057.851648,12
72880.23,1,12216.530304000002,21
106292.76,0,14194.41408,15
67692.65,1,12169.859328,24
34993.88,1,20208.532608,26
11627.5,1,22974.994944000002,23
106275.82,1,14814.011520000002,26
106590.98,0,26436.693888,23
102929.47,0,30448.788480000003,8
47844.01,1,18919.448064,11
88566.31,0,15913.193472,24
48608.58,0,16083.783936000002,10
49186.56,1,27022.495104,21
84518.74,0,17313.322752,26
77527.54,0,35683.984512,25
31479.94,1,17245.730304,17
105945.01,0,21590.959104,13
41407.0,0,6237.817344,20
60163.52,0,27598.640256000002,15
59327.55,1,22109.167872,19
99599.87,0,48399.411456,24
29028.7,1,18703.795968000002,22
32650.28,1,10652.247936000002,26
83562.91,0,29516.978304,20
44494.24,1,29924.142336,12
49773.3,0,21412.321920000002,26
45464.93,1,21805.001856000003,23
76391.29,1,19812.633984,17
28025.78,1,35817.560064000005,16
46395.69,1,22632.204672,25
92784.74,0,39824.826624,11
37963.4,1,28010.63232,26
84682.49,0,28454.811264000004,20
56382.03,0,18708.624,24
25187.74,1,31304.959488,26
23711.93,1,19410.297984,24
28406.22,1,28609.308288,26
39049.68,1,15269.455872,21
48010.56,0,12115.141632,14
54304.01,1,15330.610944000002,18
81747.69,0,31024.933632000004,12
74647.78,0,31861.792512000004,14
73267.71,0,16756.489728,26
72137.1,1,11062.630656000001,22
52436.45,1,30447.179136000002,22
65083.74,0,27458.627328000002,17
101234.54,1,18874.386432000003,25
75198.84,0,36731.667456,24
66987.49,0,17606.22336,23
101602.21,1,25517.758464000002,10
117082.71,1,22006.169856,13
79364.6,0,11360.359296,23
85775.65,0,32404.141440000003,18
76326.47,1,19030.4928,26
118225.56,1,17459.773056,17
60032.52,1,17767.157760000002,22
69106.79,0,22942.808064,20
19421.32,1,21636.020736000002,26
34260.63,1,20752.49088,24
15596.14,1,16561.759104,22
30877.5,1,22239.524736000003,22
41163.34,1,22265.274240000002,15
91252.46,1,21055.047552,11
31260.49,1,23573.670912,24
89656.68,0,25969.984128,21
101274.29,0,27283.208832,21
40874.42,0,23148.804096,12
84736.32,0,10021.385088,19
56030.11,0,30320.040960000002,17
73977.06,1,21405.884544,19
107414.65,1,24035.55264,15
90979.56,1,23190.64704,23
79012.54,1,11336.219136000002,26
33624.56,1,22146.182784,17
80042.69,0,31271.163264000003,24
91863.15,0,23625.16992,23
100193.51,1,34565.490432,17
44382.16,1,24302.703744000002,18
107464.79,1,21859.719552000002,19
89934.9,0,18766.560384,19
112234.62,1,22154.229504000003,26
19057.62,1,30046.452480000004,21
41603.36,1,17395.399296,22
49421.8,1,23361.237504,15
23647.93,1,33767.255808,23
61100.15,0,31172.993280000002,25
78906.58,0,13384.914048,18
35736.55,1,27397.472256,15
66442.74,1,19635.606144,22
47063.92,1,32582.778624000002,23
4508.13,1,36504.749952000006,25
98973.22,0,12295.38816,14
30412.59,1,24206.143104000002,25
70286.29,0,21124.249344,25
76349.54,0,23044.196736,20
93011.77,1,14915.400192000001,21
52856.1,1,14353.739136,12
36833.85,1,8207.654400000001,10
19826.98,1,14913.790848,23
42999.56,1,20639.8368,16
95005.12,1,26061.716736000002,20
52065.91,1,18340.084224000002,23
97856.09,0,18943.588224000003,21
11390.07,1,20783.068416000002,25
97445.61,0,19553.5296,26
21369.3,1,39556.066176,23
10976.19,1,29096.939520000004,24
54418.1,0,16526.353536000002,20
99999.08,0,27870.619392,17
99317.31,0,19131.881472,24
106655.93,1,24592.385664,19
42615.89,0,32949.709056,24
71655.57,0,12551.273856000002,26
32681.55,1,21740.628096,24
41958.92,0,17401.836672,19
83090.53,0,28602.870912000002,23
99907.64,0,20383.951104,21
95571.21,0,25120.250496,9
63667.43,0,26422.209792,26
80837.54,0,20337.280128000002,20
38504.93,1,25366.480128000003,16
26946.66,1,22849.466112000002,25
94899.88,1,17504.834688000003,26
39531.06,1,29560.430592,23
63733.92,0,21246.559488000003,13
16948.77,1,20070.129024,26
71077.02,0,16910.986752,18
111256.45,1,27901.196928,21
66531.56,1,15893.881344000001,23
69443.55,0,19725.729408000003,14
103390.62,1,20841.004800000002,14
53216.6,1,24890.114304000002,25
90046.41,0,23695.981056,26
75577.05,0,30183.246720000003,24
69533.64,1,16647.054336,25
60431.74,1,19585.716480000003,15
88875.3,0,12929.469696,26
14487.83,1,30418.210944000002,26
15630.26,1,18233.86752,25
98018.33,0,19458.578304000002,25
47842.34,1,21896.734464,24
39098.15,1,17327.806848,18
48568.52,1,24230.283264,12
19790.72,1,23488.37568,25
67991.41,0,25520.977152000003,25
66021.62,0,34956.561024,11
39184.57,1,25298.887680000003,15
39360.29,1,15415.906176,16
66721.03,0,17010.76608,17
53177.6,1,26393.2416,25
80224.28,0,21901.562496000002,10
76621.51,1,8951.171328,22
86185.08,0,13174.089984,26
13511.07,1,19608.247296,26
76476.75,0,26307.946368,16
78335.47,0,15366.016512,11
48025.37,1,31321.052928,18
71351.25,0,19868.961024,18
34622.48,1,16732.349568,21
61584.05,0,16169.079168,24
100177.13,1,12129.625728,15
71528.69,0,30094.7328,24
28641.36,1,20540.057472,20
89415.24,1,10478.438784,25
32509.42,1,9467.770752,24
41144.65,0,22010.997888,25
26475.65,1,27260.678016,26
54677.2,0,27186.648192,20
45019.34,0,17667.378432,18
53743.66,1,19511.686656,20
92779.73,0,21888.687744000003,11
59081.19,1,22984.651008,13
27146.97,1,36844.321536,25
74288.47,0,41688.446976,26
25026.99,1,14772.168576000002,24
101941.82,1,19920.460032000003,16
62482.94,0,13919.216256000002,23
84203.37,0,27453.799296,19
8403.91,1,20060.472960000003,25
45228.4,1,25287.622272,19
76985.74,0,13637.581056,26
103902.65,1,16120.798848,20
21462.43,1,13925.653632000001,25
29603.86,1,34137.404928,14
107524.92,1,44393.75424,8
64453.67,1,21278.746368,13
57971.23,0,26198.510976,22
54269.27,1,19897.929216,25
75167.4,0,33358.482432000004,19
111501.69,1,26951.683968,24
67758.86,0,24922.301184,26
87464.22,0,32798.430720000004,14
87782.92,0,43262.385408,21
55939.71,1,19122.225408000002,16
99715.25,0,20256.812928000003,23
73929.28,0,13769.547264,26
90222.57,0,28017.069696000002,20
56814.68,1,22048.0128,24
67538.57,1,14263.615872,17
108586.31,1,22950.854784000003,18
103620.98,0,20108.75328,10
39817.39,1,12235.842432000001,22
28918.24,1,24602.041728,24
28801.63,1,30326.478336000004,24
49236.24,0,16313.920128000002,22
95284.05,1,17141.122944000002,12
48620.65,1,21816.267264000002,21
57204.05,1,20989.064448,11
69659.25,0,16637.398272000002,26
44121.01,0,23853.696768,15
33791.03,1,11833.506432,23
77452.37,0,26113.215744,21
40901.27,1,35830.434816,19
50115.54,1,20018.630016000003,20
74840.67,1,15483.498624000002,22
83593.28,0,32581.169280000002,17
87307.82,0,28932.786432,14
58320.53,1,19811.02464,24
8929.71,1,24711.477120000003,26
86804.89,0,25862.15808,25
62144.08,0,12821.643648000001,10
26755.45,1,33187.891968,26
25284.19,1,12977.750016000002,25
76919.25,0,23243.755392000003,16
98873.46,1,14213.726208,14
91072.44,0,15720.072192000001,14
41388.21,1,24362.249472000003,26
52601.16,0,19180.161792000003,25
43441.39,1,19897.929216,13
51509.94,1,21064.703616000003,14
96877.77,0,12725.083008000001,17
93774.63,0,26739.25056,26
56784.54,1,20390.38848,18
101999.0,1,20271.297024000003,24
89408.66,0,21943.405440000002,17
73212.64,0,31819.949568000004,25
67420.36,0,11241.26784,17
84899.69,0,20969.75232,23
56822.62,1,22822.107264000002,24
54438.87,1,18150.181632,11
91770.82,0,38994.40512,23
62280.4,0,26663.611392000003,24
77938.96,0,21217.591296000002,23
61179.96,0,18658.734336,18
26518.67,1,33379.403904,26
60169.59,1,21706.831872000002,8
93061.48,1,16737.177600000003,25
64756.86,1,20105.534592,16
34472.44,1,31042.636416,25
102375.5,0,34092.343296,23
82644.28,0,29682.740736000003,15
89565.99,1,19559.966976,25
99765.27,1,17863.7184,8
79809.92,0,19170.505728,23
87422.84,0,21945.014784000003,24
51997.85,1,11783.616768000002,12
30063.35,1,10224.162432000001,16
71265.16,1,13996.464768000002,17
79941.62,0,25620.75648,22
74339.5,0,28449.983232000002,23
49719.44,1,33126.736896,25
79032.55,0,21232.075392000002,24
74766.02,1,14196.023424,24
76033.53,0,12231.0144,10
32492.72,1,13998.074112,19
45335.97,1,29140.391808,13
98302.11,0,37547.604864,22
97189.86,0,26982.261504000002,17
35786.39,1,23861.743488,20
101401.9,1,22672.438272000003,24
54232.78,0,22101.121152,21
50208.62,1,25809.049728,23
67791.27,1,21053.438208000003,20
57162.67,0,22191.244416,16
50740.44,1,19936.553472,22
84070.85,0,41817.194496000004,20
89900.67,0,18737.592192,26
67831.88,1,18486.534528,16
34131.35,1,9408.225024000001,10
66838.44,0,22387.584384,24
101802.25,0,19268.675712,26
99093.4,0,21965.936256,16
69216.73,1,22831.763328,12
101233.91,1,15198.644736,13
79338.22,1,14097.85344,21
81530.25,0,15052.194432,14
70204.57,0,23023.275264,16
64111.07,0,31378.989312,14
62707.7,0,43196.402304,19
36292.04,1,10681.216128,16
79627.43,1,19651.699584,20
47624.71,1,23620.341888000003,17
109195.1,0,19561.57632,20
80374.36,1,15914.802816000001,13
34632.88,1,12086.17344,25
28037.36,1,24164.300160000003,22
86631.95,0,35123.9328,11
42459.03,0,21317.370624000003,23
77657.6,0,22614.501888000003,10
73507.47,0,26515.551744,13
47877.33,1,22806.013824,16
114167.1,1,29993.344128,11
44844.31,1,20144.158848000003,26
48838.0,1,28672.072704000002,23
44228.63,1,17900.733312,16
43747.63,1,23845.650048000003,20
60426.2,0,17697.955968000002,14
55541.91,1,20417.747328,18
42836.57,1,14991.03936,17
23015.48,1,26050.451328000003,26
24644.62,1,32523.232896,26
26525.37,1,24940.003968,21
71391.89,0,30114.044928000003,24
21379.55,1,17512.881408,26
86568.0,0,32014.680192000003,12
106224.0,0,18853.46496,12
90971.55,0,28084.662144,25
94378.4,0,20330.842752,15
7503.7,1,15016.788864,25
39299.16,1,16312.310784000001,11
97667.39,0,19471.453056000002,21
69874.56,0,26599.237632,24
70276.58,1,29726.193024000004,23
26459.82,1,4414.430592000001,25
81563.85,1,14472.830592,26
39912.53,1,14727.106944000001,22
61984.11,0,16212.531456,23
90506.8,0,21713.269248,18
109590.14,0,16037.11296,11
32399.56,1,20570.635008,18
46575.44,1,19640.434176000002,17
82531.39,0,32238.379008000004,11
53020.61,1,14645.030400000001,24
112439.19,1,35357.28768,24
49610.52,1,25910.438400000003,23
76823.57,1,27563.234688,25
50906.88,1,17537.021568,23
97117.18,0,25981.249536000003,19
90441.71,1,21368.869632,19
41580.13,1,25018.861824000003,11
91909.01,0,17031.687552,19
106149.06,1,18904.963968,21
71900.75,0,38529.304704,26
45748.2,1,21610.271232000003,26
70548.61,0,15637.995648000002,21
56685.16,1,26919.497088,26
49636.91,1,12905.329536000001,26
67441.19,0,49374.67392,18
60922.44,0,17475.866496000002,13
48350.84,1,17792.907264,10
67309.3,1,18921.057408,15
69675.94,0,14089.80672,24
59335.0,1,22950.854784000003,25
31491.33,1,22461.614208000003,21
58472.91,1,20118.409344,18
98846.3,0,31148.853120000003,15
20613.37,1,13557.113856000002,26
12537.81,1,17990.856576000002,25
81207.89,0,28036.381824000004,21
104946.63,0,15605.808768,22
54457.87,1,18280.538496,20
76467.23,1,21529.804032,25
82774.62,1,12538.399104,26
70511.71,0,19638.824832000002,18
31929.33,1,21706.831872000002,19
14874.17,1,10834.103808,23
89341.86,1,17411.492736,15
51186.58,0,30941.247744000004,21
54240.08,1,19043.367552,12
45150.08,1,25092.891648,22
67313.79,0,30003.000192000003,26
94073.18,0,26410.944384000002,17
18966.29,1,21761.549568000002,25
76264.42,1,11896.270848,21
94146.42,0,35085.308544,8
47842.13,1,41960.426112,21
91609.54,0,28477.342080000002,21
56725.54,1,43064.436096000005,25
36509.81,1,17974.763136,26
82706.76,1,17887.85856,13
116899.19,1,11511.637632,10
111998.27,1,24466.856832,11
90583.46,1,18393.192576,20
91529.25,0,24494.21568,18
22682.27,1,13167.652608,23
65481.66,0,13922.434944,17
97863.74,1,20219.798016,20
92833.77,0,45257.971968000005,17
57790.87,1,13347.899136,26
70977.91,0,12643.006464,19
112277.88,0,13915.997568,21
62909.59,0,26261.275392000003,8
48246.46,1,30680.534016,26
65260.61,0,23860.134144000003,19
83135.84,0,24025.896576000003,24
59260.03,1,34488.24192,24
24897.54,1,16470.026496000002,19
42446.97,1,16775.801856000002,22
92446.37,0,16799.942016,11
19414.08,1,19994.489856,24
86187.68,0,19307.299968000003,17
40671.85,0,32011.461504000003,25
38023.68,1,19151.193600000002,23
84685.85,0,18164.665728,13
60573.23,1,23897.149056000002,16
50590.07,1,7538.1672960000005,18
77272.27,0,22274.930304,26
32549.43,1,28697.822208,22
92275.96,1,16312.310784000001,26
62007.12,0,32537.716992,20
25560.74,1,23110.17984,26
88938.41,0,19172.115072,17
82993.7,0,23947.03872,26
34007.42,1,18621.719424000003,24
95725.17,0,28258.471296000003,19
41420.73,0,12219.748992,26
65857.07,0,26765.000064000003,16
59374.85,1,20029.895424000002,22
48878.57,1,15581.668608000002,23
96578.02,0,33007.64544,16
81118.95,0,35967.229056000004,13
66904.5,0,24191.659008000002,22
36881.21,1,9493.520256,22
65952.19,0,19201.083264,20
44253.85,0,24418.576512000003,21
102355.3,1,16993.063296,9
101541.78,1,17989.247232,10
25012.15,1,31599.46944,24
29034.51,1,30120.482304,16
34375.0,1,30057.717888000003,16
93423.45,0,34954.951680000006,26
104568.4,0,24305.922432000003,17
64064.94,0,34016.704128000005,13
26009.07,1,18719.889408000003,23
91106.33,0,18352.958976,25
31272.87,1,10256.349312,19
14529.47,1,23752.308096,22
30519.64,1,25485.571584,21
105218.93,1,23082.820992,24
78965.67,0,28229.503104000003,16
92513.8,1,16325.185536,26
27935.89,1,10114.727040000002,20
52161.21,0,11291.157504,22
68842.98,0,15575.231232000002,23
92668.05,1,21439.680768000002,17
38318.46,1,27389.425536000002,16
19427.91,1,27004.79232,17
72307.5,1,20979.408384000002,20
23186.62,1,23818.291200000003,18
69254.64,0,19299.253248,23
55454.72,1,22194.463104000002,22
79970.22,0,10394.752896,21
87916.31,0,13737.360384000001,25
97457.01,1,22146.182784,19
34346.6,1,34021.53216,20
72615.39,1,16296.217344,11
88940.58,1,22208.947200000002,16
64301.33,1,15665.354496000002,23
46546.66,1,26425.428480000002,20
81347.39,0,28651.151232,13
79513.69,0,29129.1264,16
58191.63,1,30503.506176000003,20
85844.07,0,34856.781696000005,22
37982.66,1,40888.603008000006,23
29351.43,1,21146.780160000002,13
55598.85,1,27762.793344,22
100257.9,1,25448.556672000002,19
95743.4,1,13281.916032000001,17
71268.73,0,25356.824064,15
89506.28,0,34357.885056,25
87403.71,0,15411.078144000001,14
106358.93,0,37171.018368000005,21
18059.51,1,25807.440384,26
39167.91,1,25801.003008000003,22
41529.79,1,29010.034944000003,9
56818.87,1,15922.849536000002,21
36305.47,1,19577.66976,18
39355.55,1,15610.6368,26
61722.08,1,19456.968960000002,19
23173.44,1,12863.486592000001,22
79094.74,0,35674.328448,25
64523.53,0,22424.599296,24
50094.7,1,14736.763008000002,19
48162.61,1,30651.565824,12
39016.38,1,22723.937280000002,20
20569.64,1,42724.864512,18
46188.82,1,30019.093632000004,21
34816.41,1,30915.49824,23
59461.67,1,18536.424192000002,16
33842.76,1,23192.256384,14
103549.18,0,26888.919552000003,18
86168.46,0,17644.847616000003,26
43454.47,1,16906.15872,18
35312.87,1,14319.942912,19
62310.45,1,21301.277184000002,24
74217.95,1,17662.5504,22
64086.57,1,18464.003712,23
43982.89,1,17585.301888,26
77967.35,0,23002.353792,23
55668.05,0,30151.05984,21
44030.99,1,18161.447040000003,23
105044.35,0,27186.648192,22
56015.63,1,16761.31776,14
57066.39,1,24528.011904000003,12
106832.08,0,18404.457984,25
44236.09,1,42987.187584,15
17090.79,1,12744.395136000001,24
93249.91,1,21352.776192,24
113020.91,1,31245.413760000003,16
85437.84,0,52063.88774400001,23
58099.05,1,21178.967040000003,19
86079.59,0,21475.086336,15
31829.49,1,19146.365568,23
51401.61,1,29486.400768000003,22
29253.8,1,14963.680512,19
34847.66,1,25427.6352,20
56569.21,0,20588.337792000002,18
59266.06,1,25857.330048000003,23
24222.58,1,16510.260096,22
10908.14,1,32145.037056,22
68319.45,0,40922.399232,13
49760.83,1,25860.548736,24
49707.66,1,15769.961856000002,12
107061.89,1,24680.899584000003,17
70885.94,0,22783.483008000003,17
100065.27,1,15591.324672,19
37101.38,1,17242.511616,22
34134.12,1,22947.636096000002,23
65968.19,0,18480.097152000002,10
67645.25,0,37412.419968,22
86156.0,0,17854.062336000003,20
58342.79,1,41710.977792000005,26
48981.07,1,14883.213312000002,17
51753.1,1,20206.923264,19
43956.36,1,20940.784128000003,17
31759.6,1,23224.443264,19
39024.01,1,19962.302976000003,26
46241.36,0,20831.348736,26
52521.62,1,22254.008832000003,25
25930.42,1,18872.777088000003,21
95856.47,1,18039.136896,21
101841.57,0,22677.266304,19
105283.02,1,17965.107072000003,21
57515.25,1,15749.040384000002,25
76111.58,0,14854.245120000001,20
24447.09,1,19954.256256,20
102576.21,1,17870.155776,15
80898.03,0,16693.725312000002,26
80060.0,0,10187.14752,16
72689.34,0,26103.559680000002,23
110428.33,1,16152.985728000001,19
114476.75,0,19580.888448,12
71540.02,0,29412.370944000002,14
12963.65,1,30558.223872000002,23
47344.69,1,24553.761408000002,23
79297.91,0,13840.358400000001,23
40082.89,1,28464.467328000002,12
81311.48,0,21227.24736,17
65658.37,1,14596.750080000002,24
27343.13,1,12390.339456000002,19
48000.57,1,17598.17664,23
95924.51,1,21980.420352,14
72407.56,1,15784.445952000002,21
75827.05,0,32980.286592000004,24
71486.35,0,32389.657344000003,13
33306.07,1,13269.041280000001,19
59837.43,0,20581.900416,24
113335.12,0,19349.142912000003,22
34518.45,1,11403.811584000001,26
56423.62,1,20432.231424,19
64693.86,0,16130.454912000001,25
105211.0,1,19402.251264000002,16
101956.72,0,19228.442112,20
107323.54,1,18645.859584,12
74101.45,1,20131.284096000003,22
78146.19,0,9075.090816,25
55876.82,1,24116.01984,19
32795.69,1,28303.532928,24
61784.04,0,24173.956224,26
48556.09,1,22239.524736000003,22
71951.17,0,22229.868672,15
45057.04,1,17537.021568,26
58064.07,1,26407.725696,16
79135.58,0,34465.711104,15
57536.71,1,18977.384448,17
24861.07,1,22471.270272,25
18161.06,1,22704.625152,25
55376.97,1,32577.950592,11
99180.48,0,16511.869440000002,9
99128.81,0,25010.815104,18
91403.6,0,21085.625088,17
60642.18,0,29692.396800000002,7
90162.17,1,15441.655680000002,13
85184.33,0,35803.075968000005,26
73209.89,1,12008.924928,20
43997.43,1,27975.226752000002,24
53098.77,0,40096.80576,26
66927.05,0,24835.396608000003,22
18891.57,1,22294.242432000003,20
62211.71,1,39824.826624,19
68587.14,1,23103.742464000003,22
21910.68,1,22582.315008,23
111568.03,1,21819.485952000003,13
90004.17,0,27706.466304,21
68191.14,0,22479.316992,23
82464.01,0,29690.787456000002,19
15272.61,1,22596.799104,25
51881.97,1,25451.775360000003,19
14705.93,1,37245.048192,24
59020.02,0,25968.374784000003,24
53526.87,1,15568.793856,25
62984.5,0,17739.798912000002,9
52049.24,1,18951.634944,23
109230.21,1,21637.630080000003,15
31366.3,1,11822.241024,23
111083.69,1,31029.761664,12
39418.61,1,24867.583488,16
71870.03,0,33912.096768,20
63615.91,0,34042.453632000004,16
82900.74,0,29491.2288,25
103515.31,1,26958.121344000003,20
86199.56,1,21354.385536,22
38278.43,1,22806.013824,26
60098.61,1,14706.185472000001,23
34293.18,1,22020.653952,18
55375.14,1,23520.562560000002,15
73726.26,0,21056.656896,24
69750.6,0,35738.702208,20
67626.93,0,24566.636160000002,19
76120.47,0,31372.551936000003,22
69267.69,0,17432.414208000002,12
30850.84,1,21016.423296,24
40449.76,0,42287.122944,26
112247.94,1,20581.900416,12
65544.13,0,22295.851776000003,23
39301.06,1,21833.970048000003,23
46095.54,1,21776.033664000002,23
30104.53,1,38724.035328000005,19
74909.09,1,17273.089152,24
52399.25,1,23620.341888000003,16
37160.1,1,15892.272,22
90989.91,0,30754.563840000003,12
98694.07,0,19555.138944000002,19
93334.28,0,23031.321984000002,20
56964.78,1,24170.737536,13
55769.32,1,15335.438976000001,20
51337.51,1,18468.831744000003,18
85409.07,0,15407.859456,18
49181.36,1,11558.308608000001,19
93591.52,0,21022.860672000003,25
38977.43,1,24692.164992,26
78344.77,0,21346.338816000003,24
77562.5,0,26911.450368,12
86862.34,0,17121.810816,16
93846.02,0,13381.695360000002,18
96848.34,0,15367.625856,23
104746.72,0,21072.750336,18
54946.05,1,16511.869440000002,24
77925.66,0,26198.510976,10
113836.67,1,18671.609088,21
67358.82,0,63684.960768000004,20
39071.2,1,28021.897728000004,26
103464.23,1,34254.88704,25
71583.43,1,29359.262592000003,26
76787.48,1,14886.432,20
26190.09,1,23673.450240000002,24
71986.4,0,25596.61632,26
67404.3,1,10933.883136,19
44497.2,0,21167.701632,11
39458.06,1,20506.261248000003,13
109521.82,1,21281.965056,12
35715.31,1,12264.810624000002,21
38010.76,1,20456.371584,26
39474.87,1,11791.663488,25
104775.95,1,15002.304768000002,19
87168.13,0,27469.892736,26
89438.16,0,31206.789504,17
30352.21,1,29875.862016000003,15
50310.29,1,19942.990848,26
43200.09,1,20364.638976000002,24
68844.3,0,16888.455936000002,26
104431.02,0,9715.609728000001,10
40928.83,0,15745.821696,26
84989.65,0,24695.383680000003,14
21918.53,1,18280.538496,25
43983.35,1,17911.99872,24
115665.5,1,27339.535872,22
60983.14,1,15470.623872000002,14
91304.2,0,15417.51552,21
82374.19,1,9388.912896,24
52292.46,1,23786.104320000002,18
100969.8,1,14229.819648,19
69676.74,1,22569.440256,20
58396.27,1,15897.100032,20
84378.37,0,17868.546432000003,8
93920.71,0,13872.54528,18
16583.49,1,14937.931008000001,23
73142.59,0,25677.08352,21
90382.75,0,17680.253184,20
58598.82,1,9361.554048,17
70873.27,0,30680.534016,26
56619.03,1,22157.448192,22
96696.35,0,20519.136000000002,15
33517.16,1,14859.073152,25
43814.57,1,19487.546496000003,23
37598.99,1,12239.06112,20
73839.72,0,27757.965312,26
85767.98,0,27363.676032000003,25
53874.94,1,16227.015552,18
74630.55,1,17683.471872000002,13
26311.97,1,20377.513728,26
50214.56,1,24186.830976,25
86062.39,1,23784.494976,19
83534.25,0,18531.59616,22
65531.43,0,15613.855488000001,22
16201.88,1,20184.392448000002,18
62130.49,0,32693.823360000002,25
45334.86,1,30772.266624000004,25
73696.53,0,44144.305920000006,14
92941.0,0,28617.355008000002,25
104863.39,1,16148.157696,23
25562.64,1,19667.793024000002,26
55921.38,0,21409.103232,15
35466.34,1,39097.403136,24
60833.24,1,22067.324928,24
83343.08,0,33780.130560000005,25
26304.2,1,33419.637504000006,25
51004.62,1,54764.366976000005,26
69256.14,0,22031.91936,21
87322.97,0,17693.127936,11
75795.41,1,20755.709568000002,16
31338.13,1,16709.818752000003,25
45070.48,1,23599.420416,19
34127.99,1,14591.922048,19
82544.66,0,33376.185216000005,19
89662.0,0,28301.923584,13
67795.07,0,23003.963136000002,20
39657.01,1,33310.202112,13
52993.15,1,24521.574528,15
75050.15,0,13380.086016000001,23
63944.49,0,17137.904256,14
92076.75,0,37331.952768,11
55399.68,1,13026.030336000002,19
96801.65,1,11740.164480000001,10
90072.14,0,39031.420032,16
75572.42,0,18098.682624,15
67205.38,0,36553.030272,20
81930.17,0,42781.191552000004,12
45845.16,1,21592.568448,22
44797.14,1,9622.267776,24
50769.85,1,24325.23456,18
31678.58,1,55507.883904,23
111352.17,1,25335.902592000002,22
70240.03,0,13827.483648000001,14
107445.18,1,18338.47488,22
39647.42,1,21745.456128,24
95378.14,1,20617.305984000002,26
27506.81,1,37113.081984000004,22
75795.02,0,25477.524864000003,25
50676.98,1,14654.686464,24
45932.03,1,20424.184704000003,26
66737.28,1,11133.441792000001,11
80828.12,0,33170.189184,20
63315.59,1,18978.993792,16
73010.96,0,22794.748416000002,21
41259.5,1,34097.171328000004,21
44950.8,1,32132.162304,21
28788.94,1,36290.707200000004,17
87613.9,0,10827.666432,19
78266.52,0,32790.384000000005,17
25317.55,1,19633.9968,24
71793.32,0,25614.319104000002,19
96349.8,0,14785.043328000002,21
57886.45,0,31919.728896,24
61000.43,0,27996.148224,21
90338.24,1,13505.614848000001,22
97408.72,0,39607.565184,13
108889.07,1,30009.437568,12
46449.07,1,15184.160640000002,23
108851.98,1,26518.770432,14
83802.21,0,17242.511616,17
18711.16,1,24959.316096000002,20
73871.02,0,11202.643584000001,25
47449.88,1,21178.967040000003,21
32704.61,1,12926.251008000001,26
63960.8,0,17348.728320000002,15
91697.81,0,12943.953792,26
47970.76,0,27733.825152,21
81489.91,0,12219.748992,26
105051.41,0,17796.125952000002,26
52307.83,1,24368.686848,12
42882.48,1,18319.162752,17
67450.41,0,26752.125312,13
97545.49,0,35978.494464,9
98664.76,1,21689.129088,21
61705.34,1,28358.250624,18
87101.79,0,36256.910976,15
83709.84,1,16268.858496,21
46788.77,1,23914.851840000003,20
109800.85,0,15240.48768,15
105296.36,0,27122.274432000002,26
104733.71,0,17747.845632,10
52946.42,1,14933.102976,14
75846.29,0,21035.735424000002,18
55925.54,1,15436.827648,18
58520.62,0,12910.157568,20
33816.14,1,23124.663936,24
27644.66,1,17376.087168000002,21
104333.28,1,34612.161408,26
45378.16,1,14361.785856,25
67512.24,1,21188.623104000002,19
39023.13,1,23153.632128,24
82188.94,1,18354.568320000002,18
102350.45,0,21162.873600000003,15
105902.37,1,37935.456768000004,26
110872.7,1,37074.457728,15
66520.01,0,38064.204288,19
42560.09,1,21444.508800000003,19
60511.93,0,20263.250304,18
58351.79,1,20895.722496000002,26
110594.55,0,10562.124672,13
60354.71,0,16012.972800000001,25
81969.77,1,20631.790080000002,24
35927.74,1,30984.700032,17
