preco,vendido,km_por_ano,idade_carro,modelo_carro
65568.22,0,35886.761856000005,22,23
94773.48,0,41303.813760000005,15,16
17360.59,1,26824.545792,26,26
37481.14,1,24405.70176,26,28
60887.7,1,9219.931776000001,16,14
21947.44,1,24008.193792000002,20,22
44618.39,1,15443.265024,17,15
55139.35,1,17768.767104000002,18,17
86572.5,0,27326.66112,20,20
95394.79,0,17464.601088,17,16
59442.06,1,17651.284992,22,24
85701.08,0,31087.698048000002,20,19
69550.62,1,23667.012864,22,21
32691.13,1,17553.115008,22,20
37193.56,1,27532.657152000003,25,25
54899.62,0,41509.809792,24,23
33924.26,1,13903.122816000001,14,14
57401.35,0,26768.218752,14,12
53493.82,1,15506.02944,24,23
102767.36,1,29557.211904000003,23,21
83418.99,1,41064.021504000004,20,19
86802.77,0,19912.413312,19,20
47123.84,1,30777.094656,17,16
41707.94,1,25786.518912000003,25,26
99353.75,0,16004.926080000001,20,21
95171.19,0,27683.935488000003,15,14
88258.61,1,15877.787904,13,13
25725.57,1,24901.379712,25,27
67318.22,1,20103.925248,20,21
99664.11,0,31266.335232,18,20
40928.68,1,23391.81504,24,23
92865.06,1,9562.722048000001,24,24
12153.16,1,36273.004416,25,26
86057.28,1,35458.676352,16,14
81600.78,0,29685.959424,22,23
54050.83,1,26343.351936000003,15,16
31392.41,1,38297.559168,22,21
103115.06,1,10472.001408,17,17
88417.94,0,30229.917696,13,13
66698.77,0,32394.485376,24,26
52146.83,1,25392.229632000002,19,17
75672.57,0,16577.852544,24,24
28161.66,1,39282.477696,24,26
69759.73,1,18274.101120000003,23,25
50529.7,1,26502.676992,25,25
56938.16,1,18974.16576,16,15
94794.53,0,38434.353408,23,21
55447.75,1,16447.49568,19,19
41084.32,1,18557.345664,23,25
72676.71,1,17627.144832,21,21
41968.11,1,16350.93504,13,14
98635.09,0,31306.568832,12,12
53296.32,1,24196.48704,14,12
83143.74,1,14645.030400000001,15,15
90751.0,1,20470.85568,13,15
101407.26,0,13465.381248000002,22,20
41497.36,0,10266.005376000001,24,25
112299.47,1,21549.11616,9,7
75026.36,1,20260.031616,26,28
30874.49,1,42238.842624000004,16,14
59053.45,1,24658.368768,24,26
43349.91,1,38547.007488,16,17
111899.75,1,12543.227136000001,18,18
89307.42,1,19426.391424,11,12
66886.18,0,12599.554176000001,23,23
50019.26,0,13024.420992000001,18,18
77527.6,0,18919.448064,26,26
92525.19,0,13016.374272000001,15,16
89139.14,0,22345.74144,11,13
38304.17,1,22632.204672,21,21
54925.8,1,13619.878272000002,26,25
61886.35,1,17046.171648,20,20
109257.03,0,14290.97472,25,25
90359.53,0,14437.425024,16,16
65637.49,0,36174.834432,15,14
45233.72,0,26666.830080000003,16,14
51939.54,1,42900.283008000006,18,19
63913.57,0,16415.308800000003,15,13
89030.78,0,19271.8944,24,22
91648.32,1,21599.005824,26,24
12845.18,1,20103.925248,23,23
54973.17,0,19223.614080000003,24,22
35421.7,1,12448.27584,11,13
71449.91,0,36488.656512,24,23
68574.06,1,19009.571328,18,19
60070.34,0,35299.351296,15,13
42329.28,1,17598.17664,18,16
63514.43,1,20768.58432,24,22
61048.63,0,12681.630720000001,17,19
82596.02,1,16598.774016,12,13
29428.86,1,14892.869376,17,18
90980.41,0,12292.169472000001,23,25
35668.59,1,16452.323712,25,24
73437.46,0,26079.419520000003,12,12
22628.07,1,21505.663872,18,16
37973.8,1,33450.21504,18,16
31688.25,1,11217.127680000001,22,23
99033.02,0,16846.612992000002,25,26
53867.24,0,18531.59616,15,13
88218.34,0,25199.108352000003,16,17
69749.41,0,17421.148800000003,25,23
98271.65,1,17549.89632,10,8
75579.06,0,36741.323520000005,25,23
36252.0,1,14823.667584,10,11
25715.71,1,40153.1328,26,27
50444.58,1,35910.902016,17,18
31936.25,1,24006.584448,13,11
31094.21,1,24267.298176,22,20
81370.36,1,18079.370496,21,23
100105.76,1,15229.222272,10,11
68343.93,0,19603.419264,24,25
77424.73,0,17580.473856,14,15
35040.08,1,18510.674688000003,25,27
72157.99,1,22339.304064,25,25
43379.26,1,23984.053632000003,20,22
70499.65,0,13494.349440000002,26,28
60123.85,0,17483.913216,16,16
66598.07,0,13156.387200000001,10,8
59917.08,1,22059.278208,25,25
65633.06,0,14844.589056,19,18
28940.03,1,24796.772352,26,27
70144.83,1,17334.244224000002,14,13
80677.06,1,30419.820288000003,10,12
100025.87,1,20363.029632,16,14
58341.43,1,13766.328576000002,9,8
61530.9,0,10140.476544000001,24,26
82272.71,1,20002.536576000002,10,9
79310.59,0,34332.135552,26,24
52672.79,1,14842.979712,16,14
48538.61,1,18164.665728,18,18
72616.11,0,30075.420672,25,25
52324.83,1,17921.654784000002,15,13
65715.37,0,15435.218304000002,13,11
69714.85,0,26410.944384000002,21,21
37484.3,1,41305.423104,20,20
84118.46,0,16843.394304,25,23
50638.68,0,27843.260544,26,27
55410.69,1,17422.758144,20,22
17847.04,1,24476.512896,26,28
43827.21,1,19783.665792,18,19
84951.05,0,36889.383168,16,18
104952.87,1,18864.730368,21,22
47161.7,1,14966.899200000002,17,19
107063.46,0,17736.580224,18,19
16313.37,1,39271.212288,22,23
19194.99,1,20929.51872,24,24
81931.54,0,31670.280576,26,26
67158.01,1,7777.959552,25,25
65151.05,1,15475.451904000001,26,25
35610.36,1,15073.115904,18,17
104893.88,0,22566.221568,24,22
64482.44,0,32452.42176,22,22
64878.6,1,20121.628032,17,15
63668.73,0,11806.147584,24,24
17741.13,1,27323.442432000003,20,22
55233.45,1,19811.02464,20,21
96340.08,0,25080.016896,24,24
85908.82,1,21167.701632,13,15
76519.54,0,30490.631424000003,26,28
50744.12,1,21994.904448,26,24
55896.26,1,17437.24224,23,24
49453.29,1,18996.696576000002,23,23
101133.54,1,23234.099328,23,24
84524.0,0,20770.193664000002,14,14
78444.37,0,29307.763584,13,15
60268.95,0,26568.660096000003,22,22
74453.36,0,25741.457280000002,19,17
82407.13,0,9239.243904,25,26
62244.07,0,36507.96864,23,21
48042.03,0,33437.340288,20,18
96316.39,0,27981.664128,25,25
89631.29,1,23631.607296000002,20,21
97767.6,0,33952.330368,10,9
95552.0,1,12689.677440000001,11,9
9084.12,1,15671.791872000002,25,27
112841.11,1,35996.197248000004,10,11
81374.94,0,17743.017600000003,20,20
71671.05,1,15454.530432000001,15,14
69201.74,0,21151.608192,14,12
72864.39,1,12251.935872,26,27
46902.98,1,12869.923968000001,23,22
35809.61,1,29364.090624,15,15
77700.33,0,20960.096256,20,22
64437.55,1,14382.707328,11,10
71309.44,0,41649.822720000004,26,24
79294.64,0,31787.762688000003,24,24
29285.31,1,19109.350656000002,25,25
63724.42,1,14799.527424000002,19,20
107547.97,0,16474.854528,10,11
86381.88,0,27075.603456,18,16
108984.49,0,18961.291008,23,22
89229.6,1,18587.9232,19,18
62779.99,1,15057.022464000001,15,16
83348.59,0,37549.214208000005,25,24
68721.61,0,25063.923456,14,12
72246.83,0,33551.603712000004,22,23
107648.61,1,25916.875776,11,11
54278.04,1,13587.691392,24,25
58968.87,1,14580.656640000001,13,14
65021.95,0,15095.64672,22,22
111149.45,0,28969.801344000003,21,20
34023.05,1,23317.785216,26,25
37932.18,1,18167.884416,18,17
99827.31,0,15637.995648000002,19,20
28901.43,1,18362.61504,21,22
42597.5,0,19075.554432,20,21
84120.36,1,21396.22848,15,17
49526.74,1,21058.26624,23,25
96015.13,0,42773.144832000005,19,19
55817.05,1,14807.574144,22,23
86352.91,0,14648.249088,21,22
44670.26,1,28340.547840000003,7,9
64545.44,1,13640.799744000002,20,19
57232.71,1,26731.203840000002,25,26
43177.36,1,24960.925440000003,24,26
59405.04,1,33588.618624,16,15
35951.0,1,10715.012352000002,21,22
74724.82,1,18554.126976,22,21
54613.42,1,30624.206976,19,17
54162.22,1,35524.659456,10,9
96429.5,0,12533.571072,24,23
88055.06,1,21500.83584,14,15
87077.74,0,27560.016000000003,23,23
80732.81,0,32817.742848,26,24
67320.5,0,18425.379456000002,21,23
57743.47,0,30443.960448,13,14
55158.8,1,19880.226432000003,17,17
91931.16,0,17163.65376,25,24
40083.88,0,30212.214912000003,18,20
54949.13,0,22978.213632000003,24,23
101259.19,0,20010.583296,21,21
60845.01,1,19511.686656,22,22
115081.43,1,22680.484992,18,19
92123.27,1,41315.079168000004,20,22
111496.75,1,12091.001472,13,13
51859.29,0,27283.208832,20,18
32166.62,1,27402.300288000002,23,23
37671.0,1,22088.2464,9,10
95567.34,1,26459.224704,19,20
93361.87,0,11701.540224,21,19
72696.43,0,33844.50432,20,22
36848.33,1,19122.225408000002,22,24
88822.66,1,16713.03744,20,20
92513.58,0,25348.777344000002,11,9
92782.08,0,18249.96096,16,15
44941.21,1,13314.102912,14,12
55983.78,1,20707.429248,21,21
47905.39,1,22067.324928,18,17
90990.29,0,21401.056512000003,18,20
35162.73,1,17800.953984,23,22
66667.18,1,14921.837568,18,18
98576.72,0,14286.146688,25,24
69811.86,0,38968.655616000004,25,25
28341.7,1,15860.085120000002,25,23
6134.97,1,21959.498880000003,23,21
97347.65,0,23002.353792,19,19
9071.27,1,18821.27808,26,26
62085.22,0,24738.835968000003,18,16
41929.93,0,17281.135872000003,18,17
85100.06,0,23053.8528,23,23
36718.62,1,28208.581632,23,23
42196.89,1,42522.087168000005,18,17
51270.14,1,39390.303744000004,14,15
111354.28,0,22654.735488000002,18,16
39167.2,1,30315.212928,24,26
44247.28,1,20224.626048000002,16,15
38643.52,1,20227.844736000003,13,14
50596.28,1,23158.460160000002,9,8
111509.12,0,15068.287872,15,15
78673.03,1,14162.227200000001,13,12
89104.33,0,44611.015680000004,23,24
71454.32,1,19043.367552,18,19
51288.9,1,14202.4608,15,15
41163.58,0,39060.388224,17,16
62907.82,1,13404.226176,17,19
113395.48,1,15628.339584000001,23,24
40662.57,0,12799.112832,18,18
58957.62,0,22249.180800000002,20,22
64766.54,0,19481.10912,26,28
99962.3,0,19110.960000000003,26,25
88129.31,1,20443.496832,12,13
13341.35,1,26637.861888000003,22,20
35079.19,1,13137.075072000001,21,23
67692.88,0,10578.218112,18,19
30890.52,1,33073.628544,16,17
34597.11,1,12346.887168000001,23,21
50698.87,1,14057.619840000001,11,13
82866.82,0,12984.187392000002,21,22
63921.95,0,18386.7552,21,20
93719.89,0,38279.856384000006,26,25
68031.14,1,14651.467776000001,15,17
69851.15,0,34480.1952,11,10
34824.58,1,34126.139520000004,12,10
76754.81,1,21574.865664,11,11
41608.08,1,16416.918144,21,20
32790.04,1,11526.121728,15,15
30987.89,1,18523.549440000003,14,14
51915.26,1,26707.063680000003,25,26
51056.03,1,14173.492608,20,19
63863.2,0,14324.770944000002,18,18
60849.49,0,14289.365376000002,15,13
79575.2,0,36836.274816000005,26,25
78503.93,0,28171.566720000003,21,20
71494.31,0,16853.050368,21,21
85709.39,0,27162.508032,12,10
110745.54,1,20317.968,24,24
60193.53,1,22099.511808000003,23,21
24764.66,1,14474.439936,25,25
61549.3,0,25651.334016,16,18
86737.29,1,21330.245376000003,26,27
56417.18,1,12795.894144000002,12,12
57527.84,1,22641.860736000002,22,21
59115.6,0,17619.098112,16,18
50118.23,1,15641.214336000001,24,26
50002.6,1,10116.336384,22,20
80587.74,1,13092.01344,10,9
99232.86,0,29574.914688,8,7
89508.16,1,13811.390208,24,23
46132.21,1,8791.846272,11,9
59552.1,1,20903.769216,17,15
46344.26,1,22978.213632000003,14,13
57949.7,0,25615.928448000002,20,20
40433.14,1,20952.049536000002,22,20
107124.35,0,9731.703168,26,25
62553.69,0,35381.427840000004,26,28
86019.19,0,26497.848960000003,24,25
32663.78,1,12681.630720000001,25,26
108003.72,1,16603.602048,10,10
25041.06,1,31771.669248000002,22,21
76902.85,0,25834.799232,19,17
90240.89,0,18473.659776,14,15
18460.81,1,14521.110912,25,23
24582.56,1,13780.812672,24,23
53881.91,1,18420.551424,17,16
97946.82,0,40534.547328,9,11
23663.82,1,27437.705856,23,23
48572.85,1,26715.1104,26,24
68326.64,1,29731.021056,22,20
24245.86,1,18206.508672,21,21
95256.05,0,29949.89184,25,27
100331.82,1,29965.98528,10,10
83628.45,0,19595.372544,21,20
107604.18,1,24956.097408,23,25
29294.59,1,15543.044352,22,20
54340.25,0,14929.884288000001,15,13
33742.51,1,33194.329344000005,24,23
75019.27,1,18827.715456,14,16
96064.11,0,26845.467264000003,26,26
106278.8,1,28110.411648,16,16
108581.09,1,33007.64544,22,22
67051.88,1,16445.886336,14,15
112239.92,1,17042.952960000002,18,19
44323.82,0,23818.291200000003,24,25
41056.8,0,15678.229248000001,22,24
64745.77,0,14381.097984000002,22,21
96372.15,0,33472.745856,19,21
4618.21,1,28260.08064,24,26
59496.82,1,20485.339776,11,12
74391.53,1,19693.542528,22,24
27339.12,1,30289.463424,24,22
106511.87,1,17952.232320000003,24,25
51025.9,1,22785.092352000003,17,18
75499.65,0,37415.638656,22,21
89662.34,0,24407.311104,19,19
52533.49,1,16083.783936000002,20,18
65816.92,1,21286.793088000002,25,26
69942.0,0,18547.6896,16,16
73555.59,0,19767.572352000003,20,20
69626.78,0,18739.201536,20,21
104402.76,1,21647.286144,17,19
88652.2,1,19878.617088000003,14,14
20496.4,1,23629.997952,25,24
56012.87,1,27706.466304,26,25
96987.25,0,48093.636096,23,24
61055.04,0,17057.437056000002,24,23
98384.97,0,14582.265984000001,18,18
76632.94,0,17902.342656,17,18
82110.41,0,20374.29504,21,20
11907.67,1,30453.616512,26,28
107343.23,1,32623.012224000002,12,11
65244.35,0,26386.804224000003,26,26
60854.44,0,19114.178688,26,26
66741.6,1,24753.320064000003,16,18
80490.45,1,22102.730496,18,18
67618.65,0,21074.35968,23,25
63424.14,0,16177.125888,18,19
47434.76,1,11746.601856000001,8,6
90854.98,0,26045.623296,16,18
78837.56,0,18695.749248,23,25
85810.89,1,19044.976896,18,20
52448.98,1,29689.178112,17,17
85744.0,0,33830.020224,22,21
71350.12,1,19831.946112,21,19
35813.68,1,20633.399424000003,25,25
87378.83,1,32986.723968000006,24,26
103641.53,1,31041.027072,21,23
89262.79,1,17546.677632000003,25,23
49066.22,1,15533.388288000002,26,27
113468.26,1,20638.227456,18,17
54275.45,1,20630.180736000002,25,26
87402.95,0,14571.000576,23,23
40508.44,0,14086.588032000001,23,25
55063.6,1,29682.740736000003,12,12
84739.61,0,17374.477824,19,19
103203.65,0,37583.010432,15,16
27527.11,1,16943.173632,22,23
71597.47,1,14999.086080000001,14,16
107053.83,0,29142.001152,26,26
54612.71,1,17207.106048,17,15
84758.99,1,17421.148800000003,25,27
51061.64,1,21494.398464,26,26
55589.86,0,19233.270144000002,22,20
32086.46,1,29154.875904,18,20
43188.52,1,21175.748352000002,18,20
44166.38,1,38550.226176000004,19,21
68945.03,0,15069.897216000001,18,18
88732.29,0,29922.532992,18,20
98153.8,1,12002.487552,23,21
18932.03,1,23012.009856,20,18
31198.65,1,29124.298368000003,25,27
31013.71,1,26594.409600000003,16,15
43151.44,1,26800.405632,19,18
68854.43,1,22881.652992000003,24,22
60473.55,0,26496.239616000003,22,22
88391.36,0,14057.619840000001,20,19
45820.43,1,28187.660160000003,26,27
74644.15,0,15758.696448,23,23
22267.05,1,21611.880576000003,25,24
91645.11,0,19952.646912,9,11
69730.08,0,26832.592512000003,22,22
36566.06,1,31977.66528,21,20
86475.13,1,14863.901184,20,22
38923.94,1,27634.045824,18,19
61159.19,0,31601.078784,16,15
15499.94,1,28754.149248,25,24
46689.24,1,22590.361728,25,25
111189.03,0,22355.397504,18,16
24808.48,1,31782.934656,25,27
47115.23,1,19487.546496000003,20,20
54373.75,1,11516.465664000001,18,18
67224.08,1,22419.771264000003,22,22
10760.89,1,18687.702528,26,26
45128.45,1,13846.795776,25,26
56532.39,1,14661.12384,24,26
74098.81,1,17628.754176000002,25,23
34884.44,1,20346.936192,20,19
18180.4,1,32478.171264,21,23
53613.79,1,16087.002624,25,27
32083.23,1,20932.737408,26,27
85607.69,0,22373.100288,16,16
104512.77,1,17131.46688,20,19
101737.01,1,15839.163648000002,13,15
66708.15,0,19119.00672,22,21
69052.43,0,38117.312640000004,22,23
50522.28,1,19271.8944,24,26
75285.65,1,21294.839808,21,21
86452.0,0,18998.305920000003,25,26
109048.67,1,14456.737152000002,23,21
46632.23,1,30141.403776000003,20,22
103419.98,1,29077.627392000002,23,23
45038.34,0,10280.489472000001,17,19
74615.84,0,31948.697088,25,23
48048.31,1,27120.665088,20,18
100792.51,1,27603.468288000004,21,20
59307.23,1,9808.95168,24,25
43579.84,0,35820.778752000006,18,19
60308.7,1,17768.767104000002,24,25
80407.91,0,22202.509824,23,25
35561.36,1,40783.995648000004,25,27
22508.9,1,35711.34336,25,26
97648.67,0,21586.131072,23,24
104771.28,0,26404.507008,16,18
45543.74,1,24822.521856000003,18,19
10486.43,1,16066.081152,25,24
69329.34,0,33757.599744,17,17
90461.26,0,16405.652736,24,23
100461.6,0,30991.137408000002,13,13
88544.3,0,27587.374848000003,24,25
76549.8,0,36868.461696000006,10,9
63723.93,0,24909.426432,22,21
46414.46,1,12546.445824,19,19
61057.25,0,32729.228928,26,26
81908.42,0,16964.095104,17,19
46926.38,1,44041.307904,26,26
85963.89,0,20961.7056,25,24
41954.56,1,23475.500928,23,24
42841.64,1,28612.526976,24,24
89868.62,1,20234.282112,23,21
83725.52,0,23605.857792000003,16,16
114700.83,1,13193.402112000002,12,11
35977.75,1,26414.163072000003,20,21
63916.71,1,12306.653568000002,24,24
106752.67,1,34703.894016000006,20,20
84010.74,0,12943.953792,12,11
34972.4,1,21565.209600000002,18,17
23156.6,1,21386.572416000003,23,23
67792.79,0,27078.822144,18,18
74772.72,0,25475.915520000002,26,28
89511.44,0,30947.685120000002,12,12
116481.55,1,23451.360768000002,13,13
47176.41,1,16383.121920000001,16,16
61736.23,0,30789.969408,22,23
62838.9,0,33052.707072000005,17,19
56234.6,1,26270.931456000002,21,21
52942.7,1,23000.744448,14,13
43996.32,1,20021.848704,20,18
48997.02,1,10022.994432000001,25,23
29935.4,1,17899.123968,21,22
16621.95,1,14250.74112,25,24
65195.62,0,13870.935936000002,17,17
105517.3,1,20411.309952,12,11
88560.38,0,28348.59456,24,26
109206.53,1,21484.742400000003,25,24
103734.09,1,9192.572928000001,21,19
46677.85,0,31930.994304000003,24,25
24255.39,1,25807.440384,17,18
92720.28,0,27980.054784000004,20,20
76489.75,0,25429.244544,15,14
70695.04,0,22752.905472000002,12,14
68480.58,0,24334.890624000003,11,13
34272.72,1,17855.67168,26,24
90516.27,0,13948.184448000002,14,15
46159.86,1,15412.687488000001,17,17
38585.76,1,46205.875584,26,26
87169.41,0,23119.835904000003,26,24
39759.47,1,18959.681664,25,27
85480.98,1,14751.247104000002,15,13
28144.77,1,16276.905216000001,24,26
107974.23,1,13730.923008000002,17,15
50053.7,1,20733.178752,19,17
28968.07,1,23528.60928,20,22
53612.69,1,28316.40768,18,20
23943.61,1,18880.823808,23,25
77319.44,0,14035.089024,22,24
98401.11,0,9606.174336,23,22
101794.42,1,19941.381504,13,14
30415.94,1,24392.827008,25,27
82835.54,0,25646.505984000003,21,22
19067.67,1,19394.204544,25,23
38933.71,1,30208.996224000002,26,25
97813.52,1,28636.667136000004,17,18
43145.52,1,20770.193664000002,17,15
51754.81,0,40116.117888,24,24
64113.73,1,14801.136768,20,20
85308.87,0,16630.960896,19,20
89157.36,0,30968.606592000004,18,20
77837.98,0,22009.388544,12,12
54826.14,1,29986.906752000003,10,9
91409.3,0,26998.354944000002,16,16
100259.07,1,19310.518656,26,26
93186.61,0,36332.550144,19,17
102477.99,1,17342.290944,11,11
40152.67,1,15760.305792000001,24,25
92393.39,0,38862.438912000005,17,16
49053.77,1,25969.984128,9,9
80041.17,0,18539.64288,21,19
76805.25,0,23232.489984,25,23
38713.98,1,21240.122112,15,13
11136.46,1,38543.7888,21,21
26900.25,1,18121.21344,26,24
102691.94,1,44530.548480000005,21,22
90032.75,0,14440.643712000001,21,22
37021.58,1,35286.476544000005,23,25
36368.45,1,19558.357632000003,12,12
96534.04,0,15094.037376,19,17
111564.83,1,26299.899648000002,12,14
84625.76,0,39107.0592,24,25
33125.82,1,10835.713152,20,18
63492.06,1,18340.084224000002,9,10
58709.98,1,14571.000576,21,19
71291.38,1,18592.751232000002,22,20
41709.63,0,19786.88448,26,24
92688.46,1,19176.943104,18,16
89753.83,0,21233.684736000003,23,22
51128.62,1,21476.69568,13,11
78976.26,1,17221.590144,23,22
107740.4,1,16822.472832,15,15
92643.42,0,25353.605376000003,20,22
101300.26,1,11555.08992,20,20
78323.94,0,17126.638848000002,20,19
81619.54,0,35906.073984,20,21
86424.19,0,11278.282752000001,18,16
65849.03,0,23330.659968,14,15
113696.35,1,17050.99968,21,20
16846.42,1,19238.098176,22,24
51261.52,1,25472.696832,23,24
45082.46,1,21718.09728,18,16
39731.25,1,13838.749056,21,23
44956.66,1,12786.238080000001,25,24
89201.6,0,18138.916224,20,20
98574.61,0,29854.940544,19,19
81085.12,0,38197.77984,17,17
75568.11,0,12924.641664,18,19
63474.78,0,25979.640192000003,16,18
53676.33,1,14360.176512000002,25,25
50001.65,1,15629.948928000002,20,18
29000.26,1,16629.351552,20,22
81267.94,0,12338.840448,16,17
93760.72,1,19368.45504,16,18
98254.31,1,20760.5376,16,16
98080.45,0,27217.225728,24,24
52874.38,0,26974.214784000003,18,16
56571.12,1,30318.431616,19,19
31123.28,1,13359.164544000001,19,18
38900.88,1,16574.633856,18,20
22697.31,1,21331.854720000003,25,26
81282.86,0,31388.645376,25,26
35027.23,1,16861.097088000002,23,23
49926.2,1,10230.599808,11,13
6328.16,1,37742.335488000004,25,27
65595.32,0,24127.285248,18,20
30902.98,1,11566.355328000001,16,17
52751.46,0,15263.018496,25,27
89543.75,0,24663.1968,14,12
86836.53,0,32188.489344,26,26
77442.9,0,31124.71296,22,24
47053.89,1,15526.950912,23,23
71913.63,0,30120.482304,16,16
43214.75,1,22292.633088000002,13,14
36522.26,1,11614.635648000001,26,27
35267.69,1,18343.302912000003,21,23
62521.72,0,36800.869248,22,23
92953.93,0,32431.500288000003,15,16
72125.11,0,35510.17536,22,21
67635.49,0,29975.641344000003,17,16
108868.07,1,28752.539904,13,13
57875.07,1,16610.039424000002,15,15
73783.74,0,19769.181696,19,19
60079.33,0,21922.483968,18,17
79712.11,1,17009.156736,17,18
85050.25,0,15806.976768,19,21
75653.63,0,26452.787328000002,12,14
113662.56,0,27701.638272,24,22
88911.0,1,15333.829632,26,26
93977.48,0,29764.817280000003,17,15
98801.36,0,33273.1872,22,23
30933.89,1,16460.370432,18,16
78066.34,0,15924.458880000002,25,25
59906.88,1,38633.912064000004,17,19
62361.2,0,16956.048384,24,23
76713.55,0,14991.03936,22,23
94452.47,0,22517.941248000003,26,25
36371.45,1,20353.373568000003,18,17
85020.98,0,33186.282624,13,14
51608.14,1,31853.745792,26,25
61521.62,1,20140.940160000002,16,14
26627.12,1,28308.36096,23,23
70520.93,0,46477.85472,20,18
46650.77,1,17273.089152,10,12
86727.38,0,34974.263808,21,19
90840.15,1,13013.155584,24,23
76551.54,0,37270.797696,16,16
74549.18,0,26779.48416,17,19
100716.85,0,11255.751936,22,21
23301.53,1,32238.379008000004,22,20
60180.35,0,10954.804608,18,17
19346.96,1,20808.81792,17,18
19636.42,1,19101.303936,24,26
89632.24,0,11844.771840000001,17,18
104662.27,1,19923.67872,13,12
62351.38,1,16539.228288000002,22,23
97929.91,0,12385.511424,11,9
58290.66,1,12754.051200000002,24,26
38546.2,1,32793.602688,11,12
70641.02,1,20834.567424,22,23
61244.1,0,32481.389952,21,23
32246.68,1,16416.918144,24,23
30752.2,1,28466.076672000003,15,13
38156.65,1,20420.966016000002,10,12
42121.53,1,14680.435968000002,19,20
41018.91,1,23906.80512,20,22
34335.38,1,17084.795904000002,13,11
87755.58,0,16492.557312,22,24
70330.49,0,25372.917504,18,18
45419.71,1,15179.332608,11,13
39437.61,1,15333.829632,17,15
91128.37,0,22622.548608,25,27
89756.59,0,36934.444800000005,23,25
41426.11,1,20857.098240000003,26,28
97281.91,1,15227.612928,16,18
57760.91,1,27901.196928,24,25
30551.07,1,17548.286976,20,22
61278.4,0,29080.846080000003,25,24
76491.69,1,21359.213568000003,13,14
92790.02,0,24302.703744000002,9,9
35505.92,1,22513.113216,24,22
41967.13,1,16661.538432,26,24
65197.51,0,42642.787968000004,16,17
54203.34,1,12712.208256000002,16,14
47802.61,1,23712.074496,21,19
42454.28,1,25651.334016,22,21
29815.96,1,21664.988928000002,13,15
56689.71,0,24021.068544,17,16
28841.19,1,25591.788288000003,16,16
77624.3,0,27022.495104,20,20
78166.42,1,23105.351808000003,19,17
8510.75,1,17874.983808,24,24
72458.8,0,16835.347584000003,23,25
38755.39,1,23139.148032,20,20
89598.67,1,12852.221184,21,22
45034.5,1,15765.133824,18,17
110770.93,0,20306.702592,8,7
69432.38,0,16928.689536,11,9
61257.89,0,23456.1888,19,18
92084.2,0,17314.932096,24,22
91994.78,1,18166.275072,26,26
35527.6,1,18681.265152,26,26
35923.73,1,19215.56736,22,22
76536.87,1,22928.323968,15,14
62952.55,1,22720.718592,22,20
71870.29,0,32122.506240000002,22,22
32239.07,1,24202.924416,23,23
76327.8,0,19675.839744,24,25
55399.23,1,12974.531328000001,16,15
104235.13,1,18214.555392000002,16,18
54581.33,1,28318.017024,21,19
75019.46,0,20186.001792000003,22,23
85949.61,0,25146.0,21,22
42186.37,1,13513.661568000001,18,17
76551.32,0,17829.922176,20,22
75186.48,0,37404.373248,20,21
93402.97,0,16259.202432000002,24,26
66059.65,0,16188.391296000002,26,27
107867.46,0,15507.638784,16,14
64310.36,0,19452.140928,11,10
89792.69,0,23285.598336000003,26,27
35536.78,1,23673.450240000002,14,12
29891.08,1,24833.787264000002,24,23
22929.28,1,10645.81056,25,27
76632.79,0,17553.115008,18,19
57133.2,1,18538.033536000003,19,18
62042.48,1,21169.310976,25,26
77237.23,0,29996.562816,19,19
39116.82,1,29586.180096000004,25,26
18549.25,1,18565.392384000002,22,24
43348.77,1,25643.287296000002,24,22
72149.13,0,22878.434304000002,17,16
96437.18,0,39012.107904000004,21,22
86267.24,0,26839.029888,20,22
35785.45,1,20594.775168,22,20
39265.48,1,27687.154176000004,16,15
102316.62,1,29557.211904000003,17,18
71261.65,0,27308.958336000003,21,22
69013.7,1,22460.004864000002,19,19
31212.02,1,19477.890432,24,25
101026.55,0,19057.851648,12,12
72880.23,1,12216.530304000002,21,23
106292.76,0,14194.41408,15,16
67692.65,1,12169.859328,24,26
34993.88,1,20208.532608,26,25
11627.5,1,22974.994944000002,23,25
106275.82,1,14814.011520000002,26,25
106590.98,0,26436.693888,23,23
102929.47,0,30448.788480000003,8,9
47844.01,1,18919.448064,11,9
88566.31,0,15913.193472,24,24
48608.58,0,16083.783936000002,10,9
49186.56,1,27022.495104,21,20
84518.74,0,17313.322752,26,25
77527.54,0,35683.984512,25,23
31479.94,1,17245.730304,17,15
105945.01,0,21590.959104,13,15
41407.0,0,6237.817344,20,21
60163.52,0,27598.640256000002,15,17
59327.55,1,22109.167872,19,17
99599.87,0,48399.411456,24,26
29028.7,1,18703.795968000002,22,24
32650.28,1,10652.247936000002,26,26
83562.91,0,29516.978304,20,20
44494.24,1,29924.142336,12,12
49773.3,0,21412.321920000002,26,24
45464.93,1,21805.001856000003,23,22
76391.29,1,19812.633984,17,18
28025.78,1,35817.560064000005,16,18
46395.69,1,22632.204672,25,26
92784.74,0,39824.826624,11,10
37963.4,1,28010.63232,26,24
84682.49,0,28454.811264000004,20,20
56382.03,0,18708.624,24,22
25187.74,1,31304.959488,26,26
23711.93,1,19410.297984,24,26
28406.22,1,28609.308288,26,27
39049.68,1,15269.455872,21,20
48010.56,0,12115.141632,14,13
54304.01,1,15330.610944000002,18,18
